name,age,size,color,breed
Jhwm,4,85,black,Chinese Fireball
Cxf,4,81,black,Common Welsh Green
Aubmsgmi,5,47,blue,Peruvian Vipertooth
Cguamuxg,17,13,white,Peruvian Vipertooth
Ejkprjbn,9,83,red,Romanian Longhorn
Wwhpyut,20,66,white,Chinese Fireball
Yepoa,10,25,black,Hungarian Horntail
Tvyix,5,1,white,Norwegian Ridgeback
Wyrqi,12,78,white,Hebridean Black
Puoq,11,51,red,Hungarian Horntail
Qyjlhqpw,6,71,blue,Antipodean Opaleye
Cbeg,13,75,red,Antipodean Opaleye
Uovpgump,0,80,red,Swedish Short-Snout
Gbk,2,78,black,Hebridean Black
Dxfmsvb,13,12,black,Norwegian Ridgeback
Trslgkjh,17,48,blue,Peruvian Vipertooth
Jfryv,13,30,black,Swedish Short-Snout
Cpbrdsl,7,0,blue,Swedish Short-Snout
Cqanja,7,78,blue,Antipodean Opaleye
Okbff,6,39,white,Hebridean Black
Dyd,20,97,white,Ukrainian Ironbelly
Vaj,10,82,blue,Swedish Short-Snout
Rkgwdik,17,94,red,Peruvian Vipertooth
Petytc,12,83,black,Common Welsh Green
Irlfvggq,12,59,white,Romanian Longhorn
Tpqerlp,17,98,blue,Hungarian Horntail
Kathspj,1,31,red,Hebridean Black
Dbyx,14,86,white,Common Welsh Green
Yxiqkw,11,78,white,Hebridean Black
Olws,13,21,red,Antipodean Opaleye
Vqkm,19,32,red,Norwegian Ridgeback
Umdur,4,43,red,Antipodean Opaleye
Ffhlxr,13,4,red,Chinese Fireball
Wodsxwvq,5,34,white,Common Welsh Green
Lmylrqyb,16,98,black,Hebridean Black
Onvucm,0,22,white,Hungarian Horntail
Kklupwju,19,62,white,Antipodean Opaleye
Yqe,19,8,white,Chinese Fireball
Nce,9,55,red,Chinese Fireball
Yhreg,13,12,red,Common Welsh Green
Txqcis,3,98,red,Antipodean Opaleye
Qrttjjex,7,50,blue,Antipodean Opaleye
Adawbvq,8,19,blue,Romanian Longhorn
Opxsjymu,10,84,white,Peruvian Vipertooth
Wmswraxc,3,66,white,Chinese Fireball
Nymjos,7,31,white,Norwegian Ridgeback
Lwtmeutt,14,2,blue,Romanian Longhorn
Peprhipp,7,100,blue,Romanian Longhorn
Igcbn,7,58,white,Common Welsh Green
Aumarm,9,51,red,Peruvian Vipertooth
Nphjkxqb,3,9,blue,Peruvian Vipertooth
Hixrw,19,76,red,Hungarian Horntail
Yfjnpwqf,18,56,red,Ukrainian Ironbelly
Alc,6,77,blue,Hebridean Black
Auvveo,13,56,blue,Chinese Fireball
Mnutlco,1,24,blue,Romanian Longhorn
Ucwd,13,97,white,Norwegian Ridgeback
Yqkvwkj,4,89,red,Chinese Fireball
Jyanqb,13,70,blue,Ukrainian Ironbelly
Vxl,3,51,white,Peruvian Vipertooth
Bevgpwy,18,15,white,Antipodean Opaleye
Ptidjm,11,87,red,Swedish Short-Snout
Svm,10,62,black,Common Welsh Green
Mxdr,2,23,blue,Peruvian Vipertooth
Cgnbvmse,1,28,white,Ukrainian Ironbelly
Kedaimkv,17,66,blue,Romanian Longhorn
Cpufd,8,17,red,Romanian Longhorn
Cllrwher,0,51,white,Ukrainian Ironbelly
Sohf,3,22,red,Peruvian Vipertooth
Mina,10,49,blue,Chinese Fireball
Flhqwlsq,11,84,black,Swedish Short-Snout
Tcasxqvr,6,74,red,Ukrainian Ironbelly
Notd,17,16,white,Chinese Fireball
Ioswawr,12,5,black,Ukrainian Ironbelly
Okblqdah,1,85,white,Common Welsh Green
Yodn,17,10,red,Common Welsh Green
Vbr,15,39,white,Romanian Longhorn
Esqbleyq,9,74,red,Hebridean Black
Esvmwolb,14,16,blue,Ukrainian Ironbelly
Igudds,1,19,red,Antipodean Opaleye
Kmuetcms,19,71,black,Hebridean Black
Qmmglme,1,50,white,Chinese Fireball
Trlp,11,21,red,Hungarian Horntail
Adsvg,9,31,white,Romanian Longhorn
Ttc,9,31,black,Hebridean Black
Nifiumc,16,86,black,Norwegian Ridgeback
Cbsltqu,18,52,white,Chinese Fireball
Scbp,1,99,blue,Ukrainian Ironbelly
Ntwsa,13,7,black,Hungarian Horntail
Bgshbvfn,9,94,red,Romanian Longhorn
Tdkuvy,6,34,black,Common Welsh Green
Lpohjta,12,41,red,Peruvian Vipertooth
Eyvvtcr,13,50,blue,Romanian Longhorn
Ups,6,73,white,Romanian Longhorn
Fgodyiy,7,35,red,Swedish Short-Snout
Kkrc,13,84,red,Hungarian Horntail
Wdhv,4,10,black,Swedish Short-Snout
Qca,11,26,blue,Romanian Longhorn
Jrno,4,9,black,Ukrainian Ironbelly
Bmttsun,12,82,black,Norwegian Ridgeback
Qif,4,71,black,Norwegian Ridgeback
Sgbek,5,50,red,Norwegian Ridgeback
Hrt,0,55,white,Hebridean Black
Jatuwp,5,97,white,Common Welsh Green
Ssbmt,19,24,red,Chinese Fireball
Afdetgm,0,26,blue,Hebridean Black
Xqrw,1,5,white,Hungarian Horntail
Lwjo,17,46,black,Chinese Fireball
Qaq,16,67,white,Peruvian Vipertooth
Tybfeji,20,19,red,Antipodean Opaleye
Ptbinu,13,49,white,Swedish Short-Snout
Wpmybgl,4,95,black,Hebridean Black
Hmgmc,17,29,blue,Romanian Longhorn
Pmshjel,6,70,white,Norwegian Ridgeback
Kmvd,20,98,blue,Peruvian Vipertooth
Iyf,10,60,white,Romanian Longhorn
Pvc,18,31,red,Romanian Longhorn
Gwcq,14,32,blue,Ukrainian Ironbelly
Acstfuld,13,40,blue,Hungarian Horntail
Njpkis,6,86,red,Common Welsh Green
Vfhaghx,18,60,red,Ukrainian Ironbelly
Djagvhhl,19,48,blue,Antipodean Opaleye
Llqcsc,0,95,red,Swedish Short-Snout
Tvpe,11,31,black,Hungarian Horntail
Jspd,10,97,red,Antipodean Opaleye
Nicvp,4,13,blue,Ukrainian Ironbelly
Pmlc,18,13,black,Norwegian Ridgeback
Eok,10,49,black,Hebridean Black
Xmqcu,10,20,red,Norwegian Ridgeback
Eaeccgt,9,55,blue,Ukrainian Ironbelly
Bsqme,0,98,black,Romanian Longhorn
Lljflo,7,34,red,Peruvian Vipertooth
Taxtw,12,89,white,Hebridean Black
Car,4,56,blue,Norwegian Ridgeback
Hvt,20,58,white,Hungarian Horntail
Gqf,17,61,red,Swedish Short-Snout
Ithxcxqt,12,64,red,Peruvian Vipertooth
Wilebc,12,92,white,Romanian Longhorn
Oqx,8,11,blue,Chinese Fireball
Vtobtuiy,12,71,black,Common Welsh Green
Oodpnbg,13,60,red,Ukrainian Ironbelly
Cmpekmo,13,58,white,Chinese Fireball
Iec,10,34,white,Norwegian Ridgeback
Jsnb,1,0,red,Hebridean Black
Hcom,20,85,red,Antipodean Opaleye
Ytd,4,66,blue,Norwegian Ridgeback
Ggojhodr,18,44,red,Peruvian Vipertooth
Bkrsssh,8,76,red,Peruvian Vipertooth
Qhi,3,94,blue,Hungarian Horntail
Dgxx,9,49,white,Chinese Fireball
Nvfgvswb,3,71,black,Hebridean Black
Npnbjanr,15,25,white,Common Welsh Green
Gsk,2,77,white,Ukrainian Ironbelly
Wjtysmn,0,94,blue,Antipodean Opaleye
Rnpbrt,7,65,blue,Peruvian Vipertooth
Hhcjqbde,5,74,blue,Hebridean Black
Cijwakmn,10,29,white,Peruvian Vipertooth
Inxntry,7,0,black,Norwegian Ridgeback
Puxw,19,14,red,Peruvian Vipertooth
Saksvsw,16,58,red,Common Welsh Green
Ihx,20,49,blue,Romanian Longhorn
Dasvm,3,81,white,Hungarian Horntail
Wpefwbij,11,8,blue,Norwegian Ridgeback
Pml,18,77,black,Norwegian Ridgeback
Krluxg,12,86,white,Antipodean Opaleye
Lko,0,12,blue,Norwegian Ridgeback
Ajmpcpbl,5,16,red,Peruvian Vipertooth
Xslupmc,6,49,blue,Peruvian Vipertooth
Xxxiwk,2,62,black,Antipodean Opaleye
Ntmrmw,16,9,red,Peruvian Vipertooth
Wadgc,19,62,blue,Chinese Fireball
Hwuoen,8,10,black,Swedish Short-Snout
Eisacl,6,78,black,Norwegian Ridgeback
Wvsgn,13,20,blue,Peruvian Vipertooth
Vhmcjo,11,38,blue,Peruvian Vipertooth
Clthpwlc,8,73,black,Romanian Longhorn
Cwg,14,18,black,Ukrainian Ironbelly
Typky,7,82,white,Antipodean Opaleye
Yhxku,16,9,black,Common Welsh Green
Ajfobo,15,31,blue,Common Welsh Green
Wruxpox,12,68,white,Chinese Fireball
Tfsn,4,97,white,Romanian Longhorn
Dsantdjs,8,3,red,Common Welsh Green
Vpdv,13,38,white,Common Welsh Green
Lur,10,11,black,Norwegian Ridgeback
Evnwqpav,17,94,blue,Romanian Longhorn
Niq,3,78,white,Swedish Short-Snout
Wfrxjo,3,15,black,Ukrainian Ironbelly
Ekchdeti,10,99,blue,Hungarian Horntail
Brwalt,7,17,blue,Ukrainian Ironbelly
Buokjcb,5,30,black,Romanian Longhorn
Niqmywr,13,38,blue,Hebridean Black
Ejr,9,27,black,Common Welsh Green
Vvsqnl,18,53,red,Hebridean Black
Nsg,19,61,red,Common Welsh Green
Trckdq,12,90,white,Norwegian Ridgeback
Ognkf,10,17,black,Hungarian Horntail
Vfkher,5,73,red,Antipodean Opaleye
Icrtsl,12,86,black,Swedish Short-Snout
Gydlqqlk,15,56,white,Common Welsh Green
Rkjdjpkg,9,38,red,Antipodean Opaleye
Cny,0,79,white,Ukrainian Ironbelly
Uslust,11,59,blue,Peruvian Vipertooth
Vowt,17,76,red,Hungarian Horntail
Hebu,11,74,blue,Norwegian Ridgeback
Bdqmhdyw,18,23,black,Hebridean Black
Fppdxqx,3,29,white,Antipodean Opaleye
Cidfrwc,6,3,white,Ukrainian Ironbelly
Jmvfdkx,14,36,blue,Antipodean Opaleye
Njgbgvc,11,79,blue,Hungarian Horntail
Jrqkacn,15,59,blue,Hungarian Horntail
Gkyqqyfd,20,19,blue,Romanian Longhorn
Dnnq,17,79,white,Common Welsh Green
Mvew,18,35,blue,Hungarian Horntail
Fpnml,14,51,red,Hungarian Horntail
Iwuxuwq,4,34,blue,Common Welsh Green
Ppabcuu,11,54,blue,Hebridean Black
Kbr,13,78,blue,Ukrainian Ironbelly
Uupjoghb,6,50,blue,Hebridean Black
Rnsh,14,94,red,Antipodean Opaleye
Qebf,16,95,black,Norwegian Ridgeback
Midk,6,40,black,Peruvian Vipertooth
Kmgoi,17,17,white,Chinese Fireball
Nxuh,2,51,red,Ukrainian Ironbelly
Offple,11,49,white,Romanian Longhorn
Lhr,1,24,blue,Hebridean Black
Kmjcaxia,14,14,white,Romanian Longhorn
Qmuur,4,31,black,Peruvian Vipertooth
Cplapnm,10,61,white,Antipodean Opaleye
Yyqx,12,89,black,Hebridean Black
Lecx,14,60,white,Hungarian Horntail
Lfdp,16,14,black,Chinese Fireball
Yuduq,2,52,blue,Hebridean Black
Ffnrxo,10,54,blue,Romanian Longhorn
Rvvr,11,46,red,Swedish Short-Snout
Upvt,15,9,red,Norwegian Ridgeback
Yhgy,6,88,red,Ukrainian Ironbelly
Axpk,2,91,white,Common Welsh Green
Tioujyp,1,49,red,Norwegian Ridgeback
Gvgvg,15,59,black,Hungarian Horntail
Kjcs,7,47,black,Swedish Short-Snout
Cfovmktm,8,13,blue,Antipodean Opaleye
Puhrdlc,9,90,red,Antipodean Opaleye
Pmsqr,10,8,red,Hebridean Black
Mqurr,10,31,red,Chinese Fireball
Qyv,7,3,black,Romanian Longhorn
Trytkko,12,0,blue,Ukrainian Ironbelly
Wspppkn,14,62,blue,Ukrainian Ironbelly
Bigbia,9,62,white,Peruvian Vipertooth
Edu,12,46,black,Hungarian Horntail
Kumqcdx,14,11,black,Peruvian Vipertooth
Fusblroa,14,27,white,Common Welsh Green
Jdq,7,93,blue,Swedish Short-Snout
Asn,7,85,blue,Peruvian Vipertooth
Vwhf,4,62,blue,Common Welsh Green
Wmaj,12,0,black,Antipodean Opaleye
Ckx,16,58,white,Hungarian Horntail
Hmfdxogt,10,17,black,Peruvian Vipertooth
Rrvt,8,18,red,Hebridean Black
Lsewf,17,20,blue,Chinese Fireball
Fpuq,5,20,black,Common Welsh Green
Qgntntqf,12,23,blue,Swedish Short-Snout
Xlhfdtpm,9,30,blue,Ukrainian Ironbelly
Gaxwq,11,66,black,Hebridean Black
Xshep,15,14,blue,Ukrainian Ironbelly
Paouxh,13,25,blue,Norwegian Ridgeback
Tfpl,5,48,red,Swedish Short-Snout
Iia,12,56,red,Chinese Fireball
Mxxhrb,8,40,white,Hebridean Black
Mukqxwo,18,15,red,Ukrainian Ironbelly
Xpb,7,27,white,Peruvian Vipertooth
Gnavfqnv,4,75,white,Ukrainian Ironbelly
Ducirb,15,69,white,Common Welsh Green
Uptgx,14,1,black,Peruvian Vipertooth
Xtog,8,27,red,Norwegian Ridgeback
Ajvoksuo,2,72,black,Ukrainian Ironbelly
Fnorq,10,28,blue,Antipodean Opaleye
Nxhpsql,3,80,white,Romanian Longhorn
Frh,13,41,red,Chinese Fireball
Vucmrik,13,77,blue,Romanian Longhorn
Pxhlpsy,10,48,white,Norwegian Ridgeback
Layx,15,80,white,Common Welsh Green
Ljpbvfkc,10,46,black,Norwegian Ridgeback
Tpey,13,12,blue,Ukrainian Ironbelly
Bchcgkd,17,16,white,Peruvian Vipertooth
Hvmsgb,12,71,white,Peruvian Vipertooth
Rywiwh,6,94,red,Peruvian Vipertooth
Lkw,15,23,red,Hebridean Black
Gadgeb,13,1,blue,Ukrainian Ironbelly
Yibqnkvc,4,34,white,Hebridean Black
Xwppvwd,13,77,white,Hebridean Black
Rfsx,19,89,blue,Chinese Fireball
Ctg,9,57,white,Peruvian Vipertooth
Gikwjeiq,5,10,blue,Common Welsh Green
Ycu,14,4,red,Common Welsh Green
Xwrul,3,38,red,Common Welsh Green
Eyv,7,52,black,Chinese Fireball
Rtl,2,34,black,Swedish Short-Snout
Xybad,9,90,black,Chinese Fireball
Ijrb,6,27,white,Hebridean Black
Cgga,19,0,black,Peruvian Vipertooth
Tkadjwl,14,11,black,Swedish Short-Snout
Qve,5,67,blue,Hungarian Horntail
Ghwfltg,8,86,white,Hungarian Horntail
Ygfnuoe,14,6,white,Peruvian Vipertooth
Kpcqjb,1,29,black,Hungarian Horntail
Pknwqvgh,19,87,white,Peruvian Vipertooth
Emwfhbh,17,0,black,Hebridean Black
Xjiworke,6,68,black,Hebridean Black
Mmwe,4,99,white,Common Welsh Green
Seoe,14,12,white,Romanian Longhorn
Icxxfudr,15,17,red,Common Welsh Green
Cspopmp,4,82,red,Hungarian Horntail
Glpwqg,5,50,blue,Swedish Short-Snout
Ealyqp,20,25,black,Hungarian Horntail
Epm,17,30,black,Romanian Longhorn
Hwf,18,89,blue,Romanian Longhorn
Jvj,14,91,black,Romanian Longhorn
Uvy,15,68,red,Common Welsh Green
Ico,6,32,red,Swedish Short-Snout
Onavqqn,18,28,blue,Norwegian Ridgeback
Ctnew,17,88,red,Hungarian Horntail
Xdcgror,8,78,blue,Ukrainian Ironbelly
Vwauwo,3,39,white,Norwegian Ridgeback
Mqkekwt,4,10,red,Ukrainian Ironbelly
Sfhuspsh,18,32,red,Chinese Fireball
Rmgvvy,12,91,black,Norwegian Ridgeback
Wsaqrmf,7,69,blue,Swedish Short-Snout
Yxh,9,43,black,Common Welsh Green
Fdpdwtu,13,13,white,Common Welsh Green
Hajl,18,56,blue,Hungarian Horntail
Pmqhi,16,99,white,Romanian Longhorn
Xkcc,17,3,blue,Norwegian Ridgeback
Ltg,16,67,blue,Peruvian Vipertooth
Dbmrd,7,35,black,Norwegian Ridgeback
Xqj,19,4,blue,Norwegian Ridgeback
Yfao,15,74,white,Hungarian Horntail
Aso,1,30,blue,Swedish Short-Snout
Ufrhmkl,0,25,black,Chinese Fireball
Ixfrse,5,92,white,Hungarian Horntail
Lqc,10,93,white,Antipodean Opaleye
Scyabdoq,19,38,white,Norwegian Ridgeback
Ejrqpk,15,22,white,Swedish Short-Snout
Rpmvafr,4,36,blue,Romanian Longhorn
Gqqsor,7,18,red,Common Welsh Green
Ccpvb,20,66,blue,Chinese Fireball
Eftrh,18,86,blue,Norwegian Ridgeback
Trlcw,0,9,white,Common Welsh Green
Qohus,7,4,black,Norwegian Ridgeback
Pusahil,2,85,black,Hungarian Horntail
Ohoag,2,68,red,Antipodean Opaleye
Rombvw,8,27,black,Romanian Longhorn
Pkl,0,90,red,Common Welsh Green
Vbvi,3,97,black,Ukrainian Ironbelly
Pglmekl,9,80,black,Romanian Longhorn
Ckcg,20,75,black,Peruvian Vipertooth
Kad,10,18,black,Ukrainian Ironbelly
Kxkgsnmk,16,70,red,Antipodean Opaleye
Fitt,19,16,white,Hungarian Horntail
Fhjxfxx,18,97,red,Hungarian Horntail
Pciwe,4,19,black,Norwegian Ridgeback
Ndknkiw,12,91,blue,Hungarian Horntail
Ksxsvf,4,77,black,Hungarian Horntail
Vojecu,16,52,white,Norwegian Ridgeback
Tgnuk,5,58,blue,Romanian Longhorn
Odgapkqg,5,74,blue,Hebridean Black
Cpiumewe,4,72,red,Peruvian Vipertooth
Qnyetbx,6,69,red,Antipodean Opaleye
Aohecf,3,63,red,Romanian Longhorn
Kyakcsb,17,42,red,Ukrainian Ironbelly
Fuoyftjv,5,1,black,Antipodean Opaleye
Yqjgkifm,15,47,blue,Romanian Longhorn
Tjqsa,13,74,white,Swedish Short-Snout
Wpaklh,16,68,black,Hebridean Black
Fueum,2,3,white,Ukrainian Ironbelly
Dlwi,12,67,blue,Chinese Fireball
Ljqxg,0,55,white,Antipodean Opaleye
Qjmjsx,10,64,blue,Ukrainian Ironbelly
Toouaepx,8,33,black,Swedish Short-Snout
Ecltipky,4,50,blue,Romanian Longhorn
Moeqlyfp,15,36,red,Hungarian Horntail
Hws,10,66,blue,Peruvian Vipertooth
Iknnjuj,4,81,black,Norwegian Ridgeback
Ftmevu,17,91,blue,Hungarian Horntail
Tbhivve,8,92,white,Chinese Fireball
Hpqtdob,17,45,blue,Antipodean Opaleye
Yhnyxmeu,1,48,red,Peruvian Vipertooth
Ldyh,18,52,black,Peruvian Vipertooth
Rjswc,0,42,black,Hebridean Black
Wnf,0,29,blue,Hungarian Horntail
Ixjedjh,12,20,black,Antipodean Opaleye
Geaom,1,15,black,Antipodean Opaleye
Jvykrxd,9,35,red,Hebridean Black
Onk,16,92,white,Common Welsh Green
Olwpf,17,30,white,Hungarian Horntail
Tejp,7,73,red,Norwegian Ridgeback
Kwqhfibp,6,1,black,Peruvian Vipertooth
Eawci,10,8,blue,Antipodean Opaleye
Omgbnsro,11,0,red,Chinese Fireball
Bkgepy,1,89,black,Romanian Longhorn
Hxl,14,93,blue,Norwegian Ridgeback
Bqq,6,43,red,Ukrainian Ironbelly
Qml,9,24,black,Romanian Longhorn
Iepkwiu,17,87,black,Antipodean Opaleye
Epxm,16,25,red,Peruvian Vipertooth
Ipt,0,34,blue,Hungarian Horntail
Spocnrcm,2,84,black,Romanian Longhorn
Fqjxlfym,0,42,blue,Norwegian Ridgeback
Aaa,7,50,red,Norwegian Ridgeback
Idfytm,17,33,white,Peruvian Vipertooth
Lvthy,8,52,red,Chinese Fireball
Rbpltmi,2,93,black,Norwegian Ridgeback
Kdhxrl,9,92,black,Hebridean Black
Jdpdsid,12,33,red,Antipodean Opaleye
Rwaen,3,57,blue,Common Welsh Green
Oaclybqw,18,69,blue,Swedish Short-Snout
Stsg,12,57,black,Romanian Longhorn
Nejd,18,1,red,Chinese Fireball
Qqlmglp,17,92,blue,Antipodean Opaleye
Rvslbwj,16,67,red,Antipodean Opaleye
Nkgc,3,62,red,Norwegian Ridgeback
Iyy,8,25,white,Romanian Longhorn
Oelcpxp,17,1,blue,Peruvian Vipertooth
Hhdqc,0,60,white,Norwegian Ridgeback
Nyepera,20,68,blue,Norwegian Ridgeback
Dvviag,3,47,red,Chinese Fireball
Eyrbdm,6,25,red,Chinese Fireball
Axn,4,35,black,Romanian Longhorn
Qktsk,16,23,white,Ukrainian Ironbelly
Iho,19,14,blue,Common Welsh Green
Eslve,14,57,white,Peruvian Vipertooth
Fawvbfp,12,66,blue,Common Welsh Green
Qhtre,0,19,blue,Common Welsh Green
Ripu,20,68,blue,Chinese Fireball
Cea,0,100,blue,Peruvian Vipertooth
Kmqcs,4,13,red,Antipodean Opaleye
Smqqpgg,16,6,white,Chinese Fireball
Ufcju,11,18,white,Hungarian Horntail
Scqji,4,4,red,Hungarian Horntail
Afojuj,8,27,blue,Hungarian Horntail
Cfp,7,80,black,Antipodean Opaleye
Hexson,5,30,red,Romanian Longhorn
Mbcvoo,0,34,red,Chinese Fireball
Umxjpke,5,70,black,Chinese Fireball
Gekywvs,10,85,black,Hungarian Horntail
Takjy,14,9,black,Hebridean Black
Abpcynp,15,89,blue,Swedish Short-Snout
Hhe,15,47,red,Antipodean Opaleye
Dji,15,64,black,Hungarian Horntail
Ybj,18,76,black,Romanian Longhorn
Cifhnq,5,76,black,Peruvian Vipertooth
Geny,2,50,white,Chinese Fireball
Kfb,13,17,white,Hebridean Black
Gtet,12,13,black,Hungarian Horntail
Xyi,12,15,blue,Swedish Short-Snout
Xudfw,14,57,blue,Ukrainian Ironbelly
Ohdillsl,6,9,red,Swedish Short-Snout
Omflyj,3,13,red,Norwegian Ridgeback
Dvv,7,11,white,Hebridean Black
Fot,9,75,white,Common Welsh Green
Mkane,8,35,blue,Romanian Longhorn
Ddtqikut,7,85,blue,Hebridean Black
Pqyjtrjg,11,80,black,Hungarian Horntail
Oxmull,14,11,white,Hungarian Horntail
Msr,19,38,white,Swedish Short-Snout
Rxxantqh,8,64,red,Common Welsh Green
Jqfsunmv,7,46,white,Swedish Short-Snout
Escwiyv,1,53,white,Norwegian Ridgeback
Mst,19,60,white,Swedish Short-Snout
Xfrk,12,29,blue,Norwegian Ridgeback
Ysqs,3,26,white,Ukrainian Ironbelly
Kekw,9,2,red,Antipodean Opaleye
Wjp,19,16,red,Chinese Fireball
Jshhd,16,78,white,Ukrainian Ironbelly
Qvxrfs,15,17,red,Norwegian Ridgeback
Ayommpw,18,24,blue,Chinese Fireball
Knj,6,48,red,Norwegian Ridgeback
Xgcnpbxj,14,91,white,Common Welsh Green
Xpujtr,14,5,red,Norwegian Ridgeback
Iccicy,9,70,black,Chinese Fireball
Ypohmyc,7,29,red,Peruvian Vipertooth
Jhixcpcw,15,48,red,Swedish Short-Snout
Cgtn,16,11,white,Romanian Longhorn
Qmscft,1,51,black,Romanian Longhorn
Vmjyek,2,75,black,Hebridean Black
Sfce,8,40,red,Antipodean Opaleye
Jxjchjoo,9,65,black,Peruvian Vipertooth
Llsxe,0,34,blue,Norwegian Ridgeback
Pytqviuc,3,2,white,Hebridean Black
Qjtbpfc,5,1,blue,Romanian Longhorn
Hwyjsl,20,39,black,Romanian Longhorn
Rpsh,2,11,white,Norwegian Ridgeback
Qjvvs,10,18,white,Chinese Fireball
Qyujmfl,5,89,white,Norwegian Ridgeback
Hqjdvo,7,56,red,Ukrainian Ironbelly
Yimduq,20,76,white,Ukrainian Ironbelly
Kulwsiu,3,44,white,Hebridean Black
Ssxwweg,5,20,blue,Peruvian Vipertooth
Bnjxu,6,76,black,Antipodean Opaleye
Iygpqyw,17,77,white,Swedish Short-Snout
Kgtjku,19,2,white,Ukrainian Ironbelly
Mjyudvfa,15,85,red,Chinese Fireball
Glfedb,7,39,blue,Antipodean Opaleye
Laqln,1,59,black,Norwegian Ridgeback
Pxp,15,96,black,Romanian Longhorn
Ogwl,16,2,red,Romanian Longhorn
Lekyeo,5,15,red,Swedish Short-Snout
Fxgnkyjj,6,85,red,Peruvian Vipertooth
Uwppxr,5,13,white,Romanian Longhorn
Lgutrhlm,20,7,red,Romanian Longhorn
Jitwgte,16,9,white,Chinese Fireball
Aaudjv,5,90,blue,Romanian Longhorn
Xkdflrbp,8,8,black,Swedish Short-Snout
Nbdnxk,10,20,black,Antipodean Opaleye
Xqdlmh,5,44,red,Common Welsh Green
Yjtxls,8,82,white,Antipodean Opaleye
Rtsvd,18,16,white,Norwegian Ridgeback
Cbegkei,13,27,red,Chinese Fireball
Kycw,20,52,red,Hebridean Black
Vfedmqx,6,33,red,Peruvian Vipertooth
Jukyaikx,17,39,black,Hebridean Black
Wmoomogm,12,61,red,Peruvian Vipertooth
Hkfwuiac,10,100,blue,Romanian Longhorn
Xiv,9,73,white,Peruvian Vipertooth
Bec,16,43,black,Swedish Short-Snout
Odsteh,19,6,white,Norwegian Ridgeback
Yhiuqqs,5,83,blue,Norwegian Ridgeback
Fgt,7,50,blue,Antipodean Opaleye
Dvobubh,6,43,white,Chinese Fireball
Yyp,16,10,blue,Ukrainian Ironbelly
Djhnjtj,14,10,white,Antipodean Opaleye
Ishkehnu,14,63,red,Hungarian Horntail
Iky,10,39,blue,Romanian Longhorn
Gkymsxtc,17,44,black,Common Welsh Green
Ofgsakc,9,26,white,Ukrainian Ironbelly
Owwy,5,74,blue,Antipodean Opaleye
Hnfigaag,5,4,blue,Swedish Short-Snout
Dyju,14,71,white,Hungarian Horntail
Ddtxlwm,14,24,blue,Norwegian Ridgeback
Ewh,11,37,black,Chinese Fireball
Ekuawsq,9,40,black,Romanian Longhorn
Bjstrko,9,50,blue,Hebridean Black
Esvwon,20,31,white,Hebridean Black
Axpbpexs,15,38,red,Chinese Fireball
Wit,17,15,red,Antipodean Opaleye
Mcjojyo,2,13,black,Chinese Fireball
Lfc,17,89,white,Swedish Short-Snout
Onfchahd,18,98,white,Hebridean Black
Tbpe,15,27,white,Hebridean Black
Xjahm,16,34,white,Norwegian Ridgeback
Pvvk,19,74,white,Hebridean Black
Lnge,0,39,white,Ukrainian Ironbelly
Axgsw,2,87,white,Romanian Longhorn
Ueel,20,73,white,Norwegian Ridgeback
Iiebn,16,67,red,Romanian Longhorn
Gjrdt,16,89,blue,Hebridean Black
Gsnlkxm,4,16,red,Ukrainian Ironbelly
Ulhry,4,80,blue,Swedish Short-Snout
Tie,19,97,blue,Peruvian Vipertooth
Bhoitn,20,18,white,Hebridean Black
Ockpjfdj,20,23,red,Hebridean Black
Arfksi,1,35,white,Hebridean Black
Srjm,17,83,black,Ukrainian Ironbelly
Fuklkx,1,31,red,Hungarian Horntail
Chvoh,13,8,red,Antipodean Opaleye
Rdq,1,28,red,Chinese Fireball
Iiwls,20,32,black,Common Welsh Green
Vlhwbofp,9,87,white,Hungarian Horntail
Gyqi,17,17,blue,Peruvian Vipertooth
Iibhlkme,2,36,red,Romanian Longhorn
Ohjluhb,7,74,red,Ukrainian Ironbelly
Ydylfynd,17,23,red,Common Welsh Green
Umyrpy,5,84,blue,Antipodean Opaleye
Bcthb,8,77,blue,Chinese Fireball
Jedjysr,1,62,white,Swedish Short-Snout
Awfm,11,47,blue,Peruvian Vipertooth
The,11,57,black,Hungarian Horntail
Gbetliku,8,43,black,Swedish Short-Snout
Jubl,4,22,red,Peruvian Vipertooth
Njd,3,74,blue,Hebridean Black
Dmnxup,16,56,white,Hungarian Horntail
Hwaaaei,10,1,white,Hebridean Black
Aaxspeu,7,94,black,Peruvian Vipertooth
Jwe,1,79,red,Antipodean Opaleye
Bqt,20,6,white,Swedish Short-Snout
Nhhacel,15,35,white,Norwegian Ridgeback
Yccn,7,29,red,Ukrainian Ironbelly
Suuoqgdy,0,39,black,Peruvian Vipertooth
Wvdg,9,31,white,Hungarian Horntail
Fcowtl,7,9,blue,Chinese Fireball
Sppqxcu,4,65,black,Peruvian Vipertooth
Lvemo,11,46,black,Chinese Fireball
Nwidth,5,1,blue,Norwegian Ridgeback
Rsuvubu,5,91,blue,Swedish Short-Snout
Igq,11,97,blue,Swedish Short-Snout
Srpiukt,15,68,white,Chinese Fireball
Vtaeoj,8,42,white,Ukrainian Ironbelly
Eye,0,93,red,Romanian Longhorn
